시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
여주박물관,공립,경기도 여주시 신륵사길 6-12,,37.2996535,127.6533782,031-887-3583,여주박물관,,,09:00,18:00,09:00,18:00,월,0,0,0,,,,031-887-3581,경기도 여주시청,2022-06-16,1371000,문화체육관광부
여주시립 폰박물관,공립,경기도 여주시 강변유원지길 105,,37.29306214,127.666904,031-887-3547,여주시립 폰박물관,,,09:00,18:00,09:00,18:00,월+1월 1일+설 당일+추석 당일,3000,2500,2000,,,,031-887-3547,여주시립 폰박물관,2022-06-16,1371000,문화체육관광부
용인문화유적전시관,공립,경기도 용인시 기흥구 동백3로 79,,37.27389632,127.1571246,031-324-4796,용인문화유적전시관,,,09:00,18:00,09:00,18:00,월+1월 1일+설 연휴+추석 연휴,0,0,0,,,,031-324-4793,경기도 용인시청,2022-06-16,1371000,문화체육관광부
유럽자기박물관,공립,경기도 부천시 소사로 482,,37.50256698,126.7990239,032-661-0238,부천문화재단,,,09:00,18:00,09:00,18:00,월(단 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관),1000,600,600,,,,032-625-3131,유럽자기박물관,2022-06-16,1371000,문화체육관광부
유엔군 초전기념관,공립,경기도 오산시 경기대로 742(외삼미동 640),,37.18461015,127.0490157,031-377-1625,대한민국무공수훈자회 오산시지회,,,09:00,18:00,09:00,18:00,월+1월 1일+설 당일+추석 당일,0,0,0,,,,031-8036-7403,유엔군 초전기념관,2022-06-16,1371000,문화체육관광부
의왕향토사료관,공립,경기도 의왕시 골우물길 49,,37.3422483,126.9695117,031-345-3666,의왕향토사료관,,,09:00,18:00,00:00,00:00,첫째 주 월+셋째 주 월+법정 공휴일,0,0,0,,,,031-345-3666,경기도 의왕시청,2022-06-16,1371000,문화체육관광부
이천세계도자센터,공립,경기도 이천시 경충대로2697번길 167-29(관고동),,37.27407189,127.4259276,031-645-0730,한국도자재단,,,09:00,18:00,09:00,18:00,월(국경일과 겹치는 경우 그 다음날)+1월 1일,3000,2000,2000,특별전시입장료-일반(3000)+특별전시입장료-유치원+초등학생(2000)+특별전시입장료-청소년 (2000)+특별전시입장료-19~25세 (3000),,,031-645-6501,이천세계도자센터,2022-06-16,1371000,문화체육관광부
이천시립박물관,공립,경기도 이천시 경충대로2697번길 172(관고동),,37.27489134,127.4273147,031-635-8500,(재)신재문화재단,,,09:00,18:00,09:00,18:00,홈페이지 확인 요망,0,0,0,,,,031-645-3654,이천시립박물관,2022-06-16,1371000,문화체육관광부
자유수호평화박물관,공립,경기도 동두천시 평화로 2910번길 96-63,,37.94250188,127.0660561,031-860-3330,자유수호평화박물관,,,09:00,18:00,09:00,18:00,월(단 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관),0,0,0,,,,031-860-3330,경기도 동두천시청,2022-06-16,1371000,문화체육관광부
전곡선사박물관,공립,경기도 연천군 전곡읍 평화로 443번길 2,,38.01159028,127.0637632,031-830-5600,(재)경기문화재단,,,10:00,18:00,10:00,18:00,월(단 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관)+1월 1일+설 당일+추석 당일,0,0,0,,,,031-8008-4605,전곡선사박물관,2022-06-16,1371000,문화체육관광부
제암리 3.1운동 순국기념관,공립,경기도 화성시 향남읍 제암길 50,,37.12630827,126.8915964,031-369-1663,화성문화원,,,09:00,18:00,09:00,18:00,월(단 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관),0,0,0,,,,031-369-6523,제암리 3.1운동 순국기념관,2022-06-16,1371000,문화체육관광부
최용신기념관,공립,경기도 안산시 상록구 샘골서길 64,,37.29964386,126.8627404,031-481-3040,최용신기념관,,,09:00,18:00,09:00,18:00,월+1월 1일+설 연휴+추석 연휴,0,0,0,,,,031-481-3040,최용신기념관,2022-06-16,1371000,문화체육관광부
판교박물관,공립,경기도 성남시 분당구 판교로 191(판교동),,37.40108358,127.0955457,031-729-4535,판교박물관,,,09:00,18:00,09:00,18:00,월(단 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관)+1월 1일+설 연휴+추석 연휴+국경일+경축일,0,0,0,,,,031-729-4535,경기도 성남시청,2022-06-16,1371000,문화체육관광부
포천 역사문화관,공립,경기도 포천시 중앙로 34번길 8,,37.89046277,127.1982743,031-538-2106,시립 포천 역사문화관,,,09:00,18:00,00:00,00:00,토+일+공휴일,0,0,0,,,,031-538-2106,포천 역사문화관,2022-06-16,1371000,문화체육관광부
하남역사박물관,공립,경기도 하남시 덕풍동로 30,,37.54546024,127.2060837,031-790-7990,하남문화재단,,,09:00,18:00,09:00,18:00,월(단 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관)+1월 1일,0,0,0,,,,031-790-5857,하남역사박물관,2022-06-16,1371000,문화체육관광부
한국만화박물관,공립,경기도 부천시 길주로 1,,37.50905498,126.7456182,032-310-3090,(재)한국만화영상진흥원,,,10:00,18:00,10:00,18:00,월+1월 1일+설 전날+설 당일+추석 전날+추석 당일,5000,5000,5000,,,,032-625-3131,한국만화박물관,2022-06-16,1371000,문화체육관광부
화성시향토박물관,공립,경기도 화성시 향남읍 행정동로 96,,37.13261458,126.9280101,031-369-3797,화성시 향토박물관,,,10:00,18:00,10:00,18:00,월(단 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관),0,0,0,,,,031-369-3797,화성시향토박물관,2022-06-16,1371000,문화체육관광부
황순원문학관,공립,경기도 양평군 서종면 소나기마을길 24,,37.59491786,127.3778854,031-773-2299,(사)황순원기념사업회,,,09:00,18:00,09:00,18:00,월(단 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관),2000,1500,1000,,,,031-770-2473,황순원문학관,2022-06-16,1371000,문화체육관광부
(재)중남미문화원병설박물관,사립,경기도 고양시 덕양구 대양로 285번길 33-15,,37.70358397,126.8953647,031-962-9291,(재)중남미문화원,,,10:00,17:00,10:00,17:00,연중무휴,6500,5500,4500,,,,031-962-9291,(재)중남미문화원병설박물관,2022-06-16,1371000,문화체육관광부
증권박물관,사립,경기도 고양시 일산동구 호수로 358-8,,37.63853289,126.7859983,031-900-7070,한국예탁결제원,,,00:00,23:59,00:00,23:59,관람시각 정보 없음,0,0,0,,,,031-900-7070,증권박물관,2022-06-16,1371000,문화체육관광부
김포 다도박물관,사립,경기도 김포시 월곶면 애기봉로275번길 187-49,,37.737536,126.5744359,031-998-1000,김포다도박물관,,,10:00,18:00,10:00,18:00,월,5000,4000,4000,,,,031-998-1000,김포 다도박물관,2022-06-16,1371000,문화체육관광부
덕소자연사박물관,사립,경기도 남양주시 와부읍 석실로 46-11,,37.58001418,127.2300482,031-521-7166,덕소자연사박물관,,,10:00,18:00,00:00,23:59,월+1월 1일+설 당일+추석 당일,7000,0,0,,,,031-521-7166,덕소자연사박물관,2022-06-16,1371000,문화체육관광부
덕포진 교육박물관,사립,경기도 김포시 대곶면 덕포진로103번길 90,,37.650608,126.5387223,031-989-8580,덕포진교육박물관,,,10:00,18:00,10:00,18:00,월,4000,2000,2000,특별전시입장료-일반(4000)+특별전시입장료-미취학(1500)+특별전시입장료-유치원+초등학생(2000)+특별전시입장료-청소년 (2000)+특별전시입장료-19~25세 (4000),,,031-989-8580,덕포진 교육박물관,2022-06-16,1371000,문화체육관광부
돌석도예박물관,사립,경기도 안양시 만안구 병목안로 306,,37.37904775,126.904593,031-464-7734,돌석도예박물관,,,10:00,18:00,10:00,18:00,월,3000,2000,2000,,,,031-464-7734,돌석도예박물관,2022-06-16,1371000,문화체육관광부
두루뫼사료관,사립,경기도 파주시 법원읍 초리골길 278,,37.85680242,126.8960424,031-958-6101,두루뫼사료관,,,10:00,18:00,10:00,18:00,연중무휴,5000,4000,3000,특별전시입장료-일반(5000)+특별전시입장료-미취학(3000)+특별전시입장료-유치원+초등학생(3000)+특별전시입장료-청소년 (4000)+특별전시입장료-19~25세 (5000),,,031-958-6101,두루뫼사료관,2022-06-16,1371000,문화체육관광부
만해기념관,사립,경기도 광주시 남한산성면 남한산성로 792번길 24-7,,37.47730647,127.1808388,031-744-3100,만해기념관,,,10:00,18:00,10:00,18:00,월(단 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관),2000,1000,1000,특별전시입장료-일반(2000)+특별전시입장료-유치원+초등학생(1000)+특별전시입장료-청소년 (1000)+특별전시입장료-19~25세 (2000),,,031-744-3100,만해기념관,2022-06-16,1371000,문화체육관광부
말박물관,사립,경기도 과천시 경마공원대로 107,,37.44120036,127.0161266,02-509-1275,한국마사회,,,10:00,18:00,10:00,18:00,월+1월 1일+설 연휴+추석 연휴,0,0,0,,,,1566-3333,말박물관,2022-06-16,1371000,문화체육관광부
목아박물관,사립,경기도 여주시 강천면 이문안길 21,,37.28855063,127.6881237,031-885-9952,목아박물관,,,09:00,18:00,09:00,18:00,월,5000,3000,3000,,,,031-885-9952,목아박물관,2022-06-16,1371000,문화체육관광부
무의자전시관,사립,경기도 남양주시 평내로 9,,37.64432136,127.2309081,02-2279-9755,(재)무의자재단,,,00:00,23:59,00:00,23:59,(* 관람시각 정보 없음. 필요 시 기관으로 확인 요망),0,0,0,,,,031-591-9667,무의자전시관,2022-06-16,1371000,문화체육관광부
미호박물관,사립,경기도 남양주시 고산로 126번길 15-2,,37.5926636,127.1806149,031-566-7377,미호박물관,,,10:00,19:00,10:00,20:00,1월 1일+설 당일+추석 당일,7000,6000,6000,,,,031-566-7377,미호박물관,2022-06-16,1371000,문화체육관광부
배다리박물관(휴관),사립,경기도 고양시 덕양구 수역이길 120-24(성사동),,37.65850143,126.8462889,031-967-8052,배다리박물관,,,00:00,23:59,00:00,23:59,관람시각 정보 없음,0,0,0,,,,031-967-8052,배다리박물관(휴관),2022-06-16,1371000,문화체육관광부
배다골민속박물관,사립,경기도 고양시 덕양구 배다골길 131(화정동),,37.63016535,126.8481093,031-970-6330,배다골민속박물관,,,00:00,23:59,00:00,23:59,관람시각 정보 없음,0,0,0,,,,031-970-6330,배다골민속박물관,2022-06-16,1371000,문화체육관광부
벽봉한국장신구박물관,사립,경기도 파주시 탄현면 헤이리마을길48-38,,37.7876293,126.7000633,031-949-0848,벽봉한국장신구박물관,,,11:00,18:00,11:00,18:00,월+화+설 연휴+추석 연휴,5000,3000,3000,특별전시입장료-일반(5000)+특별전시입장료-미취학(3000)+특별전시입장료-유치원+초등학생(3000)+특별전시입장료-청소년 (3000)+특별전시입장료-19~25세 (5000),,,031-949-0848,벽봉한국장신구박물관,2022-06-16,1371000,문화체육관광부
사람박물관 얼굴,사립,경기도 광주시 남종면 분원길 3-6,,37.49395804,127.3020513,031-765-3522,사람박물관얼굴,,,10:00,18:00,10:00,18:00,월+화,4000,3000,3000,특별전시입장료-일반(4000)+특별전시입장료-미취학(2000)+특별전시입장료-유치원+초등학생(2000)+특별전시입장료-청소년 (3000)+특별전시입장료-19~25세 (4000),,,031-765-3522,사람박물관 얼굴,2022-06-16,1371000,문화체육관광부
삶의이야기가있는집,사립,경기도 용인시 처인구 원삼면 내동로 50-13,,37.17384579,127.2958775,031-334-4543,청수나눔실천회,,,09:00,17:00,00:00,00:00,공휴일 (* 관람시각 정보 없음. 필요 시 기관으로 확인 요망),0,0,0,,,,031-334-4543,삶의이야기가있는집,2022-06-16,1371000,문화체육관광부
삼성화재교통박물관,사립,경기도 용인시 처인구 포곡읍 에버랜드로 376번길 171,,37.30037157,127.2169538,031-320-9900,삼성화재,,,10:00,18:00,10:00,18:00,1월 1일+설 연휴+추석 연휴,6000,5000,5000,,,,031-320-9900,삼성화재교통박물관,2022-06-16,1371000,문화체육관광부
세계민속악기박물관(헤이리),사립,경기도 파주시 탄현면 헤이리마을길 63-26,,37.78950876,126.6993791,031-946-9838,세계민속악기박물관,,,09:30,17:30,09:30,17:30,월+설 연휴+추석 연휴,5000,4000,4000,,,,031-946-9838,세계민속악기박물관(헤이리),2022-06-16,1371000,문화체육관광부
세계인형박물관,사립,경기도 파주시 탄현면 헤이리마을길 76-100,,37.78690651,126.7021051,031-947-2575,세계인형박물관,,,10:00,18:00,10:00,18:00,월+설 연휴+추석 연휴,5000,4000,3000,특별전시입장료-일반(5000)+특별전시입장료-미취학(3000)+특별전시입장료-유치원+초등학생(3000)+특별전시입장료-청소년 (4000)+특별전시입장료-19~25세 (5000),,,031-947-2575,세계인형박물관,2022-06-16,1371000,문화체육관광부
세주묘엄박물관,사립,경기도 수원시 팔달구 창룡대로 236-54(우만동),,37.2915096,127.0374974,031-256-4127,봉녕사,,,09:00,16:00,09:00,16:00,월+설 연휴+추석 연휴,0,0,0,,,,031-256-4127,세주묘엄박물관,2022-06-16,1371000,문화체육관광부
신세계한국상업사박물관(휴관),사립,경기도 용인시 처인구 남사읍 화곡로 77,,37.1501125,127.1810239,031-339-1234,신세계한국상업사박물관,,,00:00,23:59,00:00,23:59,관람시각 정보 없음,0,0,0,,,,031-339-1234,신세계한국상업사박물관(휴관),2022-06-16,1371000,문화체육관광부
신영숙컬렉션박물관,사립,경기도 용인시 기흥구 흥덕4로 63,,37.27730736,127.0901098,031-213-8223,신영숙컬렉션박물관,,,00:00,23:59,10:00,18:00,"월 (* 관람시각 정보 없음, 기관으로 확인 요망)",9000,5000,5000,,,,031-213-8223,신영숙컬렉션박물관,2022-06-16,1371000,문화체육관광부
아해한국전통문화어린이박물관(아해박물관),사립,경기도 과천시 추사로 133,,37.45761881,127.029979,02-3418-5501,아해한국전통문화어린이박물관,,,09:00,18:00,09:00,18:00,일+설 연휴+추석 연휴,5000,5000,5000,,,,02-3418-5501,아해한국전통문화어린이박물관(아해박물관),2022-06-16,1371000,문화체육관광부
아프리카예술박물관,사립,경기도 포천시 소흘읍 광릉수목원로 967,,37.77526972,127.1393277,031-543-3600,아프리카예술박물관,,,10:00,18:00,10:00,18:00,월,5500,5500,4500,특별전시입장료-일반(5500)+특별전시입장료-미취학(4500)+특별전시입장료-유치원+초등학생(4500)+특별전시입장료-청소년 (5500)+특별전시입장료-19~25세 (5500),,,031-543-3600,아프리카예술박물관,2022-06-16,1371000,문화체육관광부
양평아프리카문화예술박물관,사립,경기도 양평군 용문면 금곡길 40,,37.50731557,127.6164383,031-771-4722,개인,,,10:00,18:00,10:00,18:00,일+설 연휴+추석 연휴,6000,5000,5000,특별전시입장료-일반(6000)+특별전시입장료-미취학(5000)+특별전시입장료-유치원+초등학생(5000)+특별전시입장료-청소년 (5000)+특별전시입장료-19~25세 (6000),,,031-771-4722,양평아프리카문화예술박물관,2022-06-16,1371000,문화체육관광부
옹청박물관,사립,경기도 여주시 산북면 금품2로 132,,37.38943856,127.4481509,031-881-4170,옹청박물관,,,09:00,13:00,00:00,00:00,월+토+일+공휴일+1월 1일+국경일 (* 예약 시 예외),0,0,0,,,,031-881-4157,옹청박물관,2022-06-16,1371000,문화체육관광부
왈츠와 닥터만 커피박물관,사립,경기도 남양주시 조안면 북한강로 856-37,,37.591975,127.3384565,031-576-0020,왈츠와 닥터만 커피박물관,,,11:00,18:00,11:00,18:00,월+화,5000,5000,3000,특별전시입장료-일반(5000)+특별전시입장료-유치원+초등학생(3000)+특별전시입장료-청소년 (5000)+특별전시입장료-19~25세 (5000),,,031-576-0020,왈츠와 닥터만 커피박물관,2022-06-16,1371000,문화체육관광부
여성생활사박물관,사립,경기도 여주시 강천면 강천로 324-20,,37.2425236,127.7081445,031-882-8100,여성생활사박물관,,,10:00,18:00,10:00,18:00,월,1000,1500,2000,,,,031-882-8100,여성생활사박물관,2022-06-16,1371000,문화체육관광부
여주곤충박물관,사립,경기도 여주시 명성로 114-146,,37.25974736,127.6633862,031-885-1400,농업회사법인㈜ 여주곤충박물관,,,10:00,18:00,10:00,18:00,월,7000,7000,7000,특별전시입장료-일반(7000)+특별전시입장료-미취학(7000)+특별전시입장료-유치원+초등학생(7000)+특별전시입장료-청소년 (7000)+특별전시입장료-19~25세 (7000),,,031-885-1400,여주곤충박물관,2022-06-16,1371000,문화체육관광부
영집궁시박물관,사립,경기도 파주시 탄현면 국원말길 168,,37.78492907,126.7113666,031-944-6800,영집궁시박물관,,,10:00,18:00,10:00,18:00,월+설 연휴+추석 연휴,0,2500,2000,특별전시입장료-일반(3000)+특별전시입장료-미취학(2000)+특별전시입장료-유치원+초등학생(2000)+특별전시입장료-청소년 (2500)+특별전시입장료-19~25세 (3000),,,031-944-6800,영집궁시박물관,2022-06-16,1371000,문화체육관광부
예당국악박물관(휴관),사립,경기도 남양주시 강변북로661번길 21(수석동),,37.5899642,127.1683819,031-590-6981,예당국악박물관,,,00:00,23:59,00:00,23:59,(* 관람시각 정보 없음. 필요 시 기관으로 확인 요망),5000,3000,3000,특별전시입장료-일반(5000)+특별전시입장료-미취학(3000)+특별전시입장료-유치원+초등학생(3000)+특별전시입장료-청소년 (3000)+특별전시입장료-19~25세 (5000),,,031-558-4825,예당국악박물관(휴관),2022-06-16,1371000,문화체육관광부
예아리박물관,사립,경기도 용인시 처인구 백암면 원설로270번길 25,,37.14132389,127.3642612,031-323-7277,예아리박물관,,,09:00,18:00,09:00,18:00,월,5000,4000,4000,,,,031-322-7277,예아리박물관,2022-06-16,1371000,문화체육관광부
외할머니의 부엌,사립,경기도 김포시 대곶면 덕포진로103번길 95-7,,37.64997572,126.5389774,031-984-1993,외할머니의 부엌,,,10:00,17:00,10:00,17:00,월,2000,2000,1000,,,,031-984-1993,외할머니의 부엌,2022-06-16,1371000,문화체육관광부
용주사 효행박물관,사립,경기도 화성시 용주로 136,,37.21177787,127.0056149,031-226-3488,대한불교조계종 용주사,,,10:00,17:00,10:00,17:00,월,0,0,0,,,,031-232-0660,용주사 효행박물관,2022-06-16,1371000,문화체육관광부
손성목영화박물관,사립,강원도 강릉시 경포로 399,,37.79812099,128.8978541,033-655-1132,손성목영화박물관,,,09:00,18:00,09:00,18:00,연중무휴,17000,13000,10000,,,,033-655-1132,손성목영화박물관,2022-06-16,1371000,문화체육관광부
우석헌자연사박물관,사립,경기도 남양주시 진접읍 금강로 1095,,37.69803201,127.1608188,031-572-9555,우석헌자연사박물관,,,09:00,19:00,09:00,19:00,월+일,5000,3000,3000,,,,031-572-9555,우석헌자연사박물관,2022-06-16,1371000,문화체육관광부
유진민속박물관,사립,경기도 고양시 덕양구 고양대로1670번길 78-11(원흥동),,37.64585399,126.8657837,031-966-5262,유진민속박물관,,,09:00,18:00,00:00,00:00,월+일+공휴일,6000,5000,5000,,,,031-966-5262,유진민속박물관,2022-06-16,1371000,문화체육관광부
이풀실내정원,사립,경기도 안산시 상록구 반월천북길 139-18,,37.3106787,126.8892702,031-437-2550,이풀실내정원,,,11:00,22:00,11:00,22:00,월,0,0,0,,,,031-437-2550,이풀실내정원,2022-06-16,1371000,문화체육관광부
일본군위안부역사관,사립,경기도 광주시 퇴촌면 가새골길 85,,37.44284702,127.322019,031-768-0064,나눔의집,,,10:00,17:00,10:00,17:00,월,5000,3000,3000,,,,031-768-0064,일본군위안부역사관,2022-06-16,1371000,문화체육관광부
자연생태박물관,사립,경기도 부천시 길주로 660,,37.50512868,126.8156874,032-625-3503,자연생태박물관,,,09:30,18:00,09:30,18:00,월+1월 1일+설 당일+추석 당일,2000,1500,1500,특별전시입장료-일반(2000)+특별전시입장료-미취학(1000)+특별전시입장료-유치원+초등학생(1500)+특별전시입장료-청소년 (1500)+특별전시입장료-19~25세 (2000),,,032-625-3503,경기도 부천시청,2022-06-16,1371000,문화체육관광부
잔아문학박물관,사립,경기도 양평군 서종면 사랑제길 9-9,,37.59678435,127.3547767,031-771-8577,잔아문학박물관,,,10:00,18:00,10:00,18:00,월+1월 1일+설 당일+추석 당일,2000,1500,1000,,,,031-771-8577,잔아문학박물관,2022-06-16,1371000,문화체육관광부
조명박물관,사립,경기도 양주시 광적면 광적로 235-48,,37.83609614,126.9675329,070-7780-8911,조명박물관,,,10:00,17:00,10:00,17:00,1월 1일+설 연휴+추석 연휴+필룩스창립기념일(6.20),5000,40000,4000,특별전시입장료-일반(8000)+특별전시입장료-미취학(12000)+특별전시입장료-유치원+초등학생(12000)+특별전시입장료-청소년 (8000)+특별전시입장료-19~25세 (8000),,,070-7780-8000,조명박물관,2022-06-16,1371000,문화체육관광부
조병화문학관,사립,경기도 안성시 양성면 난실길 14-1,,37.11207969,127.2216269,031-674-0307,조병화문학관,,,10:30,17:00,10:30,17:00,월+1월 1일+설 연휴+추석 연휴+12월 25일,3000,2000,2000,특별전시입장료-일반(3000)+특별전시입장료-유치원+초등학생(2000)+특별전시입장료-청소년 (2000)+특별전시입장료-19~25세 (3000),,,031-674-0307,조병화문학관,2022-06-16,1371000,문화체육관광부
창조자연사박물관,사립,경기도 시흥시 두문로 71번길 4,,37.43371506,126.786472,031-435-1009,창조자연사박물관,,,10:00,17:00,10:00,17:00,월,8000,7000,7000,,,,031-435-1009,창조자연사박물관,2022-06-16,1371000,문화체육관광부
철도박물관,사립,경기도 의왕시 철도박물관로 142,,37.3140471,126.9512975,031-461-3610,한국철도공사,,,10:00,17:00,09:00,18:00,월+공휴일 다음날+1월 1일+설 연휴+추석 연휴,2000,1000,1000,,,,031-461-3610,철도박물관,2022-06-16,1371000,문화체육관광부
청강만화역사박물관,사립,경기도 이천시 마장면 청강가창로 389-94(해월리) 청강문화산업대학교~ 청강홀 3층,,37.20645349,127.3564962,031-639-5790,청강문화산업대학교,,,10:00,17:00,00:00,00:00,토+일+공휴일,0,0,0,,,,031-639-5790,청강만화역사박물관,2022-06-16,1371000,문화체육관광부
충현박물관,사립,경기도 광명시 오리로347번길 5-5,,37.43334079,126.8783874,02-898-0505,충현문화재단,,,10:00,17:00,10:00,17:00,월+동절기(12월~2월),3500,2500,2500,,,,02-898-0505,충현박물관,2022-06-16,1371000,문화체육관광부
타임앤블레이드박물관,사립,경기도 파주시 탄현면 헤이리마을길41,,37.78734981,126.6978711,031-949-5675,타임앤블레이드박물관,,,10:00,18:00,10:00,18:00,월+화+설 연휴+추석 연휴,6000,4000,4000,특별전시입장료-일반(6000)+특별전시입장료-미취학(4000)+특별전시입장료-유치원+초등학생(4000)+특별전시입장료-청소년 (4000)+특별전시입장료-19~25세 (6000),,,031-949-5675,타임앤블레이드박물관,2022-06-16,1371000,문화체육관광부
파주나비나라박물관,사립,경기도 파주시 광인사길 161,,37.71485123,126.6869104,031-955-3727,파주나비나라박물관,,,10:00,18:00,10:00,18:00,월+설 연휴+추석 연휴,4000,5000,5000,특별전시입장료-일반(6000)+특별전시입장료-미취학(6000)+특별전시입장료-유치원+초등학생(6000)+특별전시입장료-청소년 (6000)+특별전시입장료-19~25세 (6000),,,031-955-3727,파주나비나라박물관,2022-06-16,1371000,문화체육관광부
풀짚공예박물관,사립,경기도 광주시 오포읍 문형산길 76,,37.36419778,127.1651063,031-717-4538,풀짚공예박물관,,,09:30,18:00,10:00,18:00,월,3000,1500,1500,특별전시입장료-일반(3000)+특별전시입장료-미취학(1500)+특별전시입장료-유치원+초등학생(1500)+특별전시입장료-청소년 (1500)+특별전시입장료-19~25세 (3000),,,031-717-4538,풀짚공예박물관,2022-06-16,1371000,문화체육관광부
프라움 악기박물관,사립,경기도 남양주시 와부읍 경강로 756,,37.56850845,127.2270492,031-521-6043,프라움악기박물관,,,00:00,23:59,00:00,23:59,홈페이지 참조 (* 관람시각 정보 없음. 필요 시 기관으로 확인 요망),5000,4000,3000,,,,031-521-6043,프라움 악기박물관,2022-06-16,1371000,문화체육관광부
피노키오뮤지엄,사립,경기도 파주시 회동길 152(문발동),,37.70890656,126.6875615,02-3144-3700,피노지움,,,10:30,18:30,10:30,18:30,월+설 연휴+추석 연휴,8000,8000,8000,특별전시입장료-일반(6000~8000)+특별전시입장료-미취학(6000~8000)+특별전시입장료-유치원+초등학생(6000~8000)+특별전시입장료-청소년 (6000)+특별전시입장료-19~25세 (8000),,,02-3144-3700,피노키오뮤지엄,2022-06-16,1371000,문화체육관광부
한과문화박물관한가원,사립,경기도 포천시 영북면 산정호수로 322번길 26-9,,38.0683553,127.3037277,031-533-8121,한과문화박물관한가원,,,10:00,18:00,10:00,18:00,연중무휴,3000,1500,1500,,,,031-533-8121,한과문화박물관한가원,2022-06-16,1371000,문화체육관광부
한국근현대사박물관,사립,경기도 파주시 탄현면 헤이리마을길 59-85,,37.79087109,126.6952001,031-957-1125,한국근현대사박물관,,,09:30,18:00,09:30,19:00,월+설 연휴+추석 연휴,7000,5000,5000,특별전시입장료-일반(7000)+특별전시입장료-미취학(5000)+특별전시입장료-유치원+초등학생(5000)+특별전시입장료-청소년 (5000)+특별전시입장료-19~25세 (7000),,,031-957-1125,한국근현대사박물관,2022-06-16,1371000,문화체육관광부
한국기독교역사박물관,사립,경기도 이천시 대월면 대평로 214번길 10-13,,37.22281426,127.4992497,031-632-1391,(재)한국기독교역사박물관,,,10:00,17:00,10:00,17:00,월+일+1월 1일+5월 5일+설 연휴+추석 연휴,0,0,0,,,,031-632-1391,한국기독교역사박물관,2022-06-16,1371000,문화체육관광부
한국등잔 박물관,사립,경기도 용인시 처인구 모현읍 능곡로56번길 8,,37.33658645,127.1778809,031-334-0797,한국등잔박물관,,,09:00,18:00,09:00,18:00,월+화+1월 1일+설 당일+추석 당일,5000,3000,3000,특별전시입장료-일반(5000)+특별전시입장료-유치원+초등학생(3000)+특별전시입장료-청소년 (3000)+특별전시입장료-19~25세 (3000),,,031-334-0797,한국등잔 박물관,2022-06-16,1371000,문화체육관광부
한국민속촌박물관,사립,경기도 용인시 기흥구 민속촌로 90,,37.25913189,127.1225431,031-288-0000,조원관광진흥㈜,,,09:30,18:30,09:30,19:00,(* 향후 업데이트 예정. 필요 시 기관으로 문의 요망),18000,15000,13000,특별전시입장료-일반(18000)+특별전시입장료-미취학(13000)+특별전시입장료-유치원+초등학생(13000)+특별전시입장료-청소년 (15000)+,,,031-288-2924,한국민속촌박물관,2022-06-16,1371000,문화체육관광부
한국카메라박물관,사립,경기도 과천시 대공원광장로 8,,37.43505387,127.0056677,02-502-4123,한국카메라박물관,,,10:00,18:00,10:00,18:00,월+일,5000,4000,3000,특별전시입장료-일반(5000)+특별전시입장료-미취학(3000)+특별전시입장료-유치원+초등학생(3000)+특별전시입장료-청소년 (4000)+특별전시입장료-19~25세 (5000),,,02-502-4123,한국카메라박물관,2022-06-16,1371000,문화체육관광부
한국탁본자료관,사립,경기도 남양주시 와부읍 도심길 16,,37.58051508,127.2225551,031-521-1497,개인,,,10:00,17:00,00:00,00:00,토+일+공휴일,0,0,0,,,,031-521-1497,한국탁본자료관,2022-06-16,1371000,문화체육관광부
한길책박물관,사립,경기도 파주시 탄현면 헤이리마을길 59-6,,37.78926001,126.697936,031-949-9786,한길책박물관,,,11:00,18:00,11:00,18:00,월+설 연휴+추석 연휴,6000,4000,4000,특별전시입장료-일반(6000)+특별전시입장료-미취학(4000)+특별전시입장료-유치원+초등학생(4000)+특별전시입장료-청소년 (4000)+특별전시입장료-19~25세 (6000),,,031-949-9786,한길책박물관,2022-06-16,1371000,문화체육관광부
한얼고문서유물관,사립,경기도 여주시 대신면 대신1로 298,,37.39865465,127.6092433,031-881-6319,한얼고문서유물관,,,09:00,18:00,00:00,00:00,공휴일 (* 관람시각 정보 없음. 필요 시 기관으로 확인 요망),5000,4000,4000,,,,031-881-6319,한얼고문서유물관,2022-06-16,1371000,문화체육관광부
